date,user,stats
2018-12-12 00:00:00+00:00,39.107.94.145,24
2018-12-12 00:00:00+00:00,4.181.98.38,27
2018-12-12 00:00:00+00:00,41.10.154.167,16
2018-12-12 00:00:00+00:00,42.142.118.82,28
2018-12-12 00:00:00+00:00,42.159.214.85,25
2018-12-12 00:00:00+00:00,42.29.116.195,19
2018-12-12 00:00:00+00:00,43.244.120.207,26
2018-12-12 00:00:00+00:00,68.172.216.246,21
2018-12-12 00:00:00+00:00,74.180.104.67,28
2018-12-12 00:00:00+00:00,75.30.30.220,13
2018-12-12 00:00:00+00:00,76.6.0.112,21
2018-12-12 00:00:00+00:00,85.59.164.84,28
2018-12-12 00:00:00+00:00,87.17.17.173,18
2018-12-12 00:00:00+00:00,87.218.108.217,23
2018-12-12 00:00:00+00:00,88.103.238.15,24
2018-12-12 00:00:00+00:00,91.4.169.191,19
2018-12-12 00:00:00+00:00,93.13.0.237,13
2018-12-12 00:00:00+00:00,93.168.238.51,30
2018-12-12 00:00:00+00:00,96.63.168.189,16
2018-12-12 00:00:00+00:00,97.18.184.220,31
2018-12-12 00:00:00+00:00,99.27.254.227,20
2018-12-13 00:00:00+00:00,10.0.82.43,26
2018-12-13 00:00:00+00:00,101.87.79.105,32
2018-12-13 00:00:00+00:00,102.92.121.70,38
2018-12-13 00:00:00+00:00,103.204.158.19,40
2018-12-13 00:00:00+00:00,104.113.45.43,31
2018-12-13 00:00:00+00:00,107.116.196.181,34
2018-12-13 00:00:00+00:00,11.99.96.207,27
2018-12-13 00:00:00+00:00,111.118.133.124,24
2018-12-13 00:00:00+00:00,114.200.252.102,30
2018-12-13 00:00:00+00:00,115.64.176.72,27
2018-12-13 00:00:00+00:00,13.51.38.140,21
2018-12-13 00:00:00+00:00,137.8.215.8,42
2018-12-13 00:00:00+00:00,140.177.208.207,38
2018-12-13 00:00:00+00:00,147.53.210.163,20
2018-12-13 00:00:00+00:00,151.208.30.177,39
2018-12-13 00:00:00+00:00,155.163.137.229,31
2018-12-13 00:00:00+00:00,156.208.113.241,29
2018-12-13 00:00:00+00:00,156.220.82.60,35
2018-12-13 00:00:00+00:00,158.67.131.48,36
2018-12-13 00:00:00+00:00,159.194.71.221,22
2018-12-13 00:00:00+00:00,16.97.246.87,35
2018-12-13 00:00:00+00:00,164.115.112.101,27
2018-12-13 00:00:00+00:00,169.54.119.176,22
2018-12-13 00:00:00+00:00,175.85.37.113,25
2018-12-13 00:00:00+00:00,187.173.61.117,22
2018-12-13 00:00:00+00:00,188.22.109.91,26
2018-12-13 00:00:00+00:00,193.63.103.10,23
2018-12-13 00:00:00+00:00,196.90.98.88,28
2018-12-13 00:00:00+00:00,198.87.254.240,26
2018-12-13 00:00:00+00:00,198.88.18.193,23
2018-12-13 00:00:00+00:00,2.125.3.209,36
2018-12-13 00:00:00+00:00,20.155.172.123,27
2018-12-13 00:00:00+00:00,207.135.166.109,41
2018-12-13 00:00:00+00:00,211.124.19.174,38
2018-12-13 00:00:00+00:00,218.12.190.21,45
2018-12-13 00:00:00+00:00,221.7.156.246,29
2018-12-13 00:00:00+00:00,222.154.215.165,27
2018-12-13 00:00:00+00:00,27.63.166.254,38
2018-12-13 00:00:00+00:00,3.217.70.229,32
2018-12-13 00:00:00+00:00,30.135.209.174,29
2018-12-13 00:00:00+00:00,32.240.138.236,34
2018-12-13 00:00:00+00:00,36.202.105.234,35
2018-12-13 00:00:00+00:00,46.35.161.2,42
2018-12-13 00:00:00+00:00,46.45.214.68,35
2018-12-13 00:00:00+00:00,48.246.163.157,31
2018-12-13 00:00:00+00:00,49.188.162.219,24
2018-12-13 00:00:00+00:00,49.87.126.124,27
2018-12-13 00:00:00+00:00,50.163.204.68,28
2018-12-13 00:00:00+00:00,50.20.143.254,24
2018-12-13 00:00:00+00:00,53.237.108.134,27
2018-12-13 00:00:00+00:00,6.255.177.166,36
2018-12-13 00:00:00+00:00,61.58.189.11,28
2018-12-13 00:00:00+00:00,63.66.3.226,29
2018-12-13 00:00:00+00:00,65.208.151.24,27
2018-12-13 00:00:00+00:00,66.215.30.78,20
2018-12-13 00:00:00+00:00,71.109.178.48,27
2018-12-13 00:00:00+00:00,71.20.196.49,36
2018-12-13 00:00:00+00:00,73.13.137.130,39
2018-12-13 00:00:00+00:00,74.0.83.65,24
2018-12-13 00:00:00+00:00,78.29.255.92,30
2018-12-13 00:00:00+00:00,84.95.57.115,40
2018-12-13 00:00:00+00:00,9.89.130.29,32
2018-12-13 00:00:00+00:00,90.74.97.74,29
2018-12-13 00:00:00+00:00,96.40.218.217,33
2018-12-13 00:00:00+00:00,97.225.121.172,41
2018-12-14 00:00:00+00:00,1.33.250.211,13
2018-12-14 00:00:00+00:00,10.4.154.56,8
2018-12-14 00:00:00+00:00,101.149.15.59,8
2018-12-14 00:00:00+00:00,104.141.241.149,7
2018-12-14 00:00:00+00:00,107.121.111.13,10
2018-12-14 00:00:00+00:00,11.205.137.47,12
2018-12-14 00:00:00+00:00,110.168.81.35,10
2018-12-14 00:00:00+00:00,112.114.222.247,6
2018-12-14 00:00:00+00:00,126.178.157.239,13
2018-12-14 00:00:00+00:00,131.111.191.118,10
2018-12-14 00:00:00+00:00,132.57.239.203,12
2018-12-14 00:00:00+00:00,135.141.226.196,4
2018-12-14 00:00:00+00:00,138.44.151.237,6
2018-12-14 00:00:00+00:00,139.244.104.215,10
2018-12-14 00:00:00+00:00,14.134.113.157,11
2018-12-14 00:00:00+00:00,14.169.189.239,15
2018-12-14 00:00:00+00:00,143.104.139.243,5
2018-12-14 00:00:00+00:00,144.20.99.224,6
2018-12-14 00:00:00+00:00,150.228.11.93,8
2018-12-14 00:00:00+00:00,151.3.220.113,6
2018-12-14 00:00:00+00:00,153.205.162.6,11
2018-12-14 00:00:00+00:00,153.50.183.80,9
2018-12-14 00:00:00+00:00,154.192.240.126,10
2018-12-14 00:00:00+00:00,154.40.91.1,8
2018-12-14 00:00:00+00:00,158.126.40.74,9
2018-12-14 00:00:00+00:00,158.34.180.142,10
2018-12-14 00:00:00+00:00,159.168.97.154,11
2018-12-14 00:00:00+00:00,159.183.120.19,11
2018-12-14 00:00:00+00:00,16.141.121.182,6
2018-12-14 00:00:00+00:00,16.195.31.133,9
2018-12-14 00:00:00+00:00,169.122.49.208,7
2018-12-14 00:00:00+00:00,171.251.207.51,7
2018-12-14 00:00:00+00:00,172.240.74.140,6
2018-12-14 00:00:00+00:00,173.193.131.72,11
2018-12-14 00:00:00+00:00,173.201.255.55,14
2018-12-14 00:00:00+00:00,173.248.57.196,15
2018-12-14 00:00:00+00:00,178.200.131.238,13
2018-12-14 00:00:00+00:00,181.217.110.72,14
2018-12-14 00:00:00+00:00,183.91.234.92,16
2018-12-14 00:00:00+00:00,19.36.132.80,7
2018-12-14 00:00:00+00:00,195.7.149.187,5
2018-12-14 00:00:00+00:00,197.195.180.36,7
2018-12-14 00:00:00+00:00,199.137.14.216,15
2018-12-14 00:00:00+00:00,201.242.172.153,11
2018-12-14 00:00:00+00:00,204.96.200.145,8
2018-12-14 00:00:00+00:00,205.191.89.162,11
2018-12-14 00:00:00+00:00,206.133.92.57,8
2018-12-14 00:00:00+00:00,208.234.86.125,12
2018-12-14 00:00:00+00:00,210.35.213.254,11
2018-12-14 00:00:00+00:00,213.65.254.216,15
2018-12-14 00:00:00+00:00,214.129.6.162,8
2018-12-14 00:00:00+00:00,217.150.249.11,12
2018-12-14 00:00:00+00:00,217.62.177.20,6
2018-12-14 00:00:00+00:00,218.1.44.79,5
2018-12-14 00:00:00+00:00,218.93.4.205,10
2018-12-14 00:00:00+00:00,221.200.74.148,9
2018-12-14 00:00:00+00:00,221.204.215.213,13
2018-12-14 00:00:00+00:00,222.35.162.210,7
2018-12-14 00:00:00+00:00,25.202.214.249,15
2018-12-14 00:00:00+00:00,26.13.183.125,9
2018-12-14 00:00:00+00:00,26.189.107.139,11
2018-12-14 00:00:00+00:00,38.32.250.12,9
2018-12-14 00:00:00+00:00,4.105.71.126,12
2018-12-14 00:00:00+00:00,4.70.246.122,9
2018-12-14 00:00:00+00:00,40.1.231.6,9
2018-12-14 00:00:00+00:00,43.116.212.104,9
2018-12-14 00:00:00+00:00,52.64.214.37,9
2018-12-14 00:00:00+00:00,55.11.4.175,6
2018-12-14 00:00:00+00:00,59.94.44.135,6
2018-12-14 00:00:00+00:00,60.124.240.205,9
2018-12-14 00:00:00+00:00,60.205.104.254,8
2018-12-14 00:00:00+00:00,69.148.98.214,4
2018-12-14 00:00:00+00:00,7.243.166.151,9
2018-12-14 00:00:00+00:00,70.68.1.23,9
2018-12-14 00:00:00+00:00,72.20.129.252,7
2018-12-14 00:00:00+00:00,75.123.53.65,8
2018-12-14 00:00:00+00:00,76.179.185.2,15
2018-12-14 00:00:00+00:00,78.188.154.43,13
2018-12-14 00:00:00+00:00,79.91.126.89,5
2018-12-14 00:00:00+00:00,80.25.141.173,10
2018-12-14 00:00:00+00:00,86.156.129.76,11
2018-12-14 00:00:00+00:00,87.167.212.132,12
2018-12-14 00:00:00+00:00,89.122.188.195,9
2018-12-14 00:00:00+00:00,93.110.190.202,12
2018-12-14 00:00:00+00:00,95.136.206.56,11
2018-12-14 00:00:00+00:00,96.205.193.6,12
2018-12-14 00:00:00+00:00,96.255.70.223,2
2018-12-14 00:00:00+00:00,97.241.188.213,11
2018-12-15 00:00:00+00:00,100.217.236.196,27
2018-12-15 00:00:00+00:00,102.216.181.4,18
2018-12-15 00:00:00+00:00,106.16.251.127,22
2018-12-15 00:00:00+00:00,106.29.179.179,35
2018-12-15 00:00:00+00:00,109.122.0.156,26
2018-12-15 00:00:00+00:00,109.230.227.140,26
2018-12-15 00:00:00+00:00,112.62.230.122,13
2018-12-15 00:00:00+00:00,119.166.138.203,24
2018-12-15 00:00:00+00:00,12.129.246.9,17
2018-12-15 00:00:00+00:00,120.0.185.254,26
2018-12-15 00:00:00+00:00,122.246.42.247,25
2018-12-15 00:00:00+00:00,126.163.204.168,22
2018-12-15 00:00:00+00:00,128.106.23.39,21
2018-12-15 00:00:00+00:00,130.61.247.105,31
2018-12-15 00:00:00+00:00,135.36.75.126,21
2018-12-15 00:00:00+00:00,137.31.74.253,19
2018-12-15 00:00:00+00:00,138.14.185.14,24
2018-12-15 00:00:00+00:00,148.40.126.46,21
2018-12-15 00:00:00+00:00,149.213.148.52,24
2018-12-15 00:00:00+00:00,15.193.218.190,25
2018-12-15 00:00:00+00:00,151.226.188.243,25
2018-12-15 00:00:00+00:00,152.221.128.157,31
2018-12-15 00:00:00+00:00,154.128.193.249,20
2018-12-15 00:00:00+00:00,154.71.85.77,28
2018-12-15 00:00:00+00:00,160.25.46.174,22
2018-12-15 00:00:00+00:00,162.230.43.7,24
2018-12-15 00:00:00+00:00,164.102.147.246,20
2018-12-15 00:00:00+00:00,171.123.119.25,18
2018-12-15 00:00:00+00:00,177.25.73.58,14
2018-12-15 00:00:00+00:00,18.244.246.216,25
2018-12-15 00:00:00+00:00,186.31.153.42,30
2018-12-15 00:00:00+00:00,189.166.219.72,22
2018-12-15 00:00:00+00:00,189.171.72.143,13
2018-12-15 00:00:00+00:00,190.217.148.121,32
2018-12-15 00:00:00+00:00,197.228.131.209,20
2018-12-15 00:00:00+00:00,197.42.2.211,23
2018-12-15 00:00:00+00:00,2.42.102.240,27
2018-12-15 00:00:00+00:00,20.124.71.56,20
2018-12-15 00:00:00+00:00,204.0.233.232,21
2018-12-15 00:00:00+00:00,206.116.163.89,24
2018-12-15 00:00:00+00:00,209.52.191.226,25
2018-12-15 00:00:00+00:00,212.15.61.122,26
2018-12-15 00:00:00+00:00,213.61.198.177,24
2018-12-15 00:00:00+00:00,214.57.118.200,17
2018-12-15 00:00:00+00:00,217.246.204.22,29
2018-12-15 00:00:00+00:00,27.178.252.187,16
2018-12-15 00:00:00+00:00,29.114.69.208,23
2018-12-15 00:00:00+00:00,32.91.79.20,30
2018-12-15 00:00:00+00:00,40.200.68.131,27
2018-12-15 00:00:00+00:00,40.252.124.26,25
2018-12-15 00:00:00+00:00,41.187.227.230,28
2018-12-15 00:00:00+00:00,43.41.237.152,32
2018-12-15 00:00:00+00:00,44.43.121.10,14
2018-12-15 00:00:00+00:00,45.212.163.204,17
2018-12-15 00:00:00+00:00,47.101.55.224,26
2018-12-15 00:00:00+00:00,56.36.41.28,22
2018-12-15 00:00:00+00:00,58.209.54.217,25
2018-12-15 00:00:00+00:00,6.143.197.209,20
2018-12-15 00:00:00+00:00,63.42.11.164,29
2018-12-15 00:00:00+00:00,74.108.193.103,25
2018-12-15 00:00:00+00:00,76.67.176.110,20
2018-12-15 00:00:00+00:00,80.105.119.238,16
2018-12-15 00:00:00+00:00,80.171.134.160,18
2018-12-15 00:00:00+00:00,81.55.174.247,27
2018-12-15 00:00:00+00:00,85.138.152.172,21
2018-12-15 00:00:00+00:00,85.248.105.240,18
2018-12-15 00:00:00+00:00,94.86.204.132,27
2018-12-15 00:00:00+00:00,95.218.180.83,21
2018-12-15 00:00:00+00:00,97.161.69.201,29
2018-12-16 00:00:00+00:00,1.243.175.136,13
2018-12-16 00:00:00+00:00,101.66.235.192,14
2018-12-16 00:00:00+00:00,103.55.47.247,20
2018-12-16 00:00:00+00:00,105.108.86.230,11
2018-12-16 00:00:00+00:00,105.69.190.88,17
2018-12-16 00:00:00+00:00,107.223.75.64,15
2018-12-16 00:00:00+00:00,110.92.67.190,13
2018-12-16 00:00:00+00:00,115.109.161.19,15
2018-12-16 00:00:00+00:00,115.247.58.189,24
2018-12-16 00:00:00+00:00,118.168.129.35,15
2018-12-16 00:00:00+00:00,120.25.91.155,14
2018-12-16 00:00:00+00:00,121.212.69.161,11
2018-12-16 00:00:00+00:00,124.143.217.104,10
2018-12-16 00:00:00+00:00,131.127.39.75,15
2018-12-16 00:00:00+00:00,131.153.144.202,16
2018-12-16 00:00:00+00:00,134.132.199.160,11
2018-12-16 00:00:00+00:00,140.172.80.130,14
2018-12-16 00:00:00+00:00,141.159.252.130,16
2018-12-16 00:00:00+00:00,147.179.1.123,9
2018-12-16 00:00:00+00:00,153.46.35.177,26
2018-12-16 00:00:00+00:00,155.234.20.207,21
2018-12-16 00:00:00+00:00,155.51.47.103,13
2018-12-16 00:00:00+00:00,160.85.71.4,12
2018-12-16 00:00:00+00:00,162.32.66.22,12
2018-12-16 00:00:00+00:00,164.114.130.86,13
2018-12-16 00:00:00+00:00,167.159.242.203,7
2018-12-16 00:00:00+00:00,167.218.113.130,14
2018-12-16 00:00:00+00:00,168.204.214.151,22
2018-12-16 00:00:00+00:00,168.251.172.176,17
2018-12-16 00:00:00+00:00,173.20.52.94,14
2018-12-16 00:00:00+00:00,175.176.181.212,13
2018-12-16 00:00:00+00:00,177.204.142.31,15
2018-12-16 00:00:00+00:00,180.46.203.43,20
2018-12-16 00:00:00+00:00,181.146.85.171,17
2018-12-16 00:00:00+00:00,182.118.48.24,14
2018-12-16 00:00:00+00:00,182.21.204.51,17
2018-12-16 00:00:00+00:00,182.42.112.197,20
2018-12-16 00:00:00+00:00,183.200.89.115,17
2018-12-16 00:00:00+00:00,184.126.91.223,14
2018-12-16 00:00:00+00:00,184.150.27.39,17
2018-12-16 00:00:00+00:00,184.56.60.12,14
2018-12-16 00:00:00+00:00,184.8.172.136,17
2018-12-16 00:00:00+00:00,189.108.84.76,14
2018-12-16 00:00:00+00:00,193.201.146.138,14
2018-12-16 00:00:00+00:00,199.45.126.86,11
2018-12-16 00:00:00+00:00,20.132.113.162,14
2018-12-16 00:00:00+00:00,206.76.200.76,17
2018-12-16 00:00:00+00:00,208.104.16.8,7
2018-12-16 00:00:00+00:00,208.218.12.11,16
2018-12-16 00:00:00+00:00,21.205.245.248,15
2018-12-16 00:00:00+00:00,21.21.138.84,15
2018-12-16 00:00:00+00:00,216.239.42.212,17
2018-12-16 00:00:00+00:00,22.84.252.77,12
2018-12-16 00:00:00+00:00,222.221.110.98,17
2018-12-16 00:00:00+00:00,23.179.236.227,17
2018-12-16 00:00:00+00:00,23.179.84.187,20
2018-12-16 00:00:00+00:00,24.217.66.117,16
2018-12-16 00:00:00+00:00,25.16.84.89,17
2018-12-16 00:00:00+00:00,30.58.219.22,21
2018-12-16 00:00:00+00:00,33.5.246.2,18
2018-12-16 00:00:00+00:00,37.194.11.136,9
2018-12-16 00:00:00+00:00,39.45.111.33,12
2018-12-16 00:00:00+00:00,40.44.239.58,14
2018-12-16 00:00:00+00:00,46.56.80.51,19
2018-12-16 00:00:00+00:00,47.41.243.155,9
2018-12-16 00:00:00+00:00,48.27.61.151,19
2018-12-16 00:00:00+00:00,55.105.255.45,13
2018-12-16 00:00:00+00:00,56.40.51.140,13
2018-12-16 00:00:00+00:00,57.68.121.152,11
2018-12-16 00:00:00+00:00,58.98.248.43,18
2018-12-16 00:00:00+00:00,59.13.3.133,15
2018-12-16 00:00:00+00:00,63.179.16.253,17
2018-12-16 00:00:00+00:00,63.223.196.132,6
2018-12-16 00:00:00+00:00,65.182.47.5,11
2018-12-16 00:00:00+00:00,7.211.91.96,17
2018-12-16 00:00:00+00:00,74.140.201.121,17
2018-12-16 00:00:00+00:00,74.62.93.143,10
2018-12-16 00:00:00+00:00,77.200.122.186,11
2018-12-16 00:00:00+00:00,80.55.110.152,12
2018-12-16 00:00:00+00:00,81.37.76.164,18
2018-12-16 00:00:00+00:00,84.114.252.74,14
2018-12-16 00:00:00+00:00,94.115.236.85,16
2018-12-16 00:00:00+00:00,95.158.133.51,17
2018-12-16 00:00:00+00:00,96.156.214.154,14
2018-12-17 00:00:00+00:00,10.146.199.18,12
2018-12-17 00:00:00+00:00,101.76.144.170,21
2018-12-17 00:00:00+00:00,102.157.33.230,14
2018-12-17 00:00:00+00:00,104.216.128.101,12
2018-12-17 00:00:00+00:00,105.48.16.233,14
2018-12-17 00:00:00+00:00,106.113.182.136,24
2018-12-17 00:00:00+00:00,106.166.53.13,17
2018-12-17 00:00:00+00:00,11.251.132.55,13
2018-12-17 00:00:00+00:00,11.43.236.24,16
2018-12-17 00:00:00+00:00,110.216.238.73,22
2018-12-17 00:00:00+00:00,110.252.53.188,17
2018-12-17 00:00:00+00:00,112.103.155.82,22
2018-12-17 00:00:00+00:00,112.136.43.215,15
2018-12-17 00:00:00+00:00,113.126.189.22,14
2018-12-17 00:00:00+00:00,113.163.113.47,12
2018-12-17 00:00:00+00:00,118.173.66.139,18
2018-12-17 00:00:00+00:00,12.87.229.189,14
2018-12-17 00:00:00+00:00,123.155.37.207,14
2018-12-17 00:00:00+00:00,129.93.159.37,7
2018-12-17 00:00:00+00:00,131.3.68.19,8
2018-12-17 00:00:00+00:00,132.237.192.61,22
2018-12-17 00:00:00+00:00,135.203.171.98,11
2018-12-17 00:00:00+00:00,140.92.225.73,23
2018-12-17 00:00:00+00:00,144.31.41.92,13
2018-12-17 00:00:00+00:00,147.211.188.154,10
2018-12-17 00:00:00+00:00,148.82.169.210,13
2018-12-17 00:00:00+00:00,150.116.49.97,13
2018-12-17 00:00:00+00:00,151.172.166.202,19
2018-12-17 00:00:00+00:00,151.3.89.196,18
2018-12-17 00:00:00+00:00,155.120.53.215,9
2018-12-17 00:00:00+00:00,155.130.85.194,22
2018-12-17 00:00:00+00:00,156.13.16.102,22
2018-12-17 00:00:00+00:00,158.141.215.181,23
2018-12-17 00:00:00+00:00,159.124.130.121,16
2018-12-17 00:00:00+00:00,159.187.104.87,14
2018-12-17 00:00:00+00:00,161.248.175.227,19
2018-12-17 00:00:00+00:00,166.45.167.30,12
2018-12-17 00:00:00+00:00,167.159.95.6,25
2018-12-17 00:00:00+00:00,168.133.166.3,13
2018-12-17 00:00:00+00:00,17.50.28.100,20
2018-12-17 00:00:00+00:00,170.36.82.190,30
2018-12-17 00:00:00+00:00,174.28.195.213,17
2018-12-17 00:00:00+00:00,176.137.60.146,15
2018-12-17 00:00:00+00:00,176.208.248.125,13
2018-12-17 00:00:00+00:00,180.104.231.211,11
2018-12-17 00:00:00+00:00,182.223.15.145,18
2018-12-17 00:00:00+00:00,186.191.215.95,17
2018-12-17 00:00:00+00:00,187.23.42.35,17
2018-12-17 00:00:00+00:00,19.158.29.124,17
2018-12-17 00:00:00+00:00,19.44.8.161,18
2018-12-17 00:00:00+00:00,190.132.180.232,24
2018-12-17 00:00:00+00:00,190.43.92.135,19
2018-12-17 00:00:00+00:00,192.16.107.173,14
2018-12-17 00:00:00+00:00,198.73.249.188,13
2018-12-17 00:00:00+00:00,20.218.127.12,16
2018-12-17 00:00:00+00:00,204.77.27.14,15
2018-12-17 00:00:00+00:00,204.98.47.25,20
2018-12-17 00:00:00+00:00,205.199.137.7,12
2018-12-17 00:00:00+00:00,208.81.82.238,17
2018-12-17 00:00:00+00:00,209.246.213.233,16
2018-12-17 00:00:00+00:00,210.111.0.164,12
2018-12-17 00:00:00+00:00,210.84.39.69,15
2018-12-17 00:00:00+00:00,211.13.73.13,17
2018-12-17 00:00:00+00:00,214.84.252.132,15
2018-12-17 00:00:00+00:00,223.169.150.46,24
2018-12-17 00:00:00+00:00,27.96.202.1,18
2018-12-17 00:00:00+00:00,28.173.80.26,20
2018-12-17 00:00:00+00:00,3.77.40.143,17
2018-12-17 00:00:00+00:00,31.110.117.250,11
2018-12-17 00:00:00+00:00,40.140.30.195,16
2018-12-17 00:00:00+00:00,46.20.21.50,14
2018-12-17 00:00:00+00:00,46.53.40.171,14
2018-12-17 00:00:00+00:00,50.64.231.253,14
2018-12-17 00:00:00+00:00,54.140.56.58,17
2018-12-17 00:00:00+00:00,54.141.62.159,19
2018-12-17 00:00:00+00:00,54.144.41.220,20
2018-12-17 00:00:00+00:00,56.24.29.238,12
2018-12-17 00:00:00+00:00,61.63.95.22,10
2018-12-17 00:00:00+00:00,63.152.199.240,15
2018-12-17 00:00:00+00:00,64.55.4.52,19
2018-12-17 00:00:00+00:00,65.185.226.71,10
2018-12-17 00:00:00+00:00,66.83.207.179,16
2018-12-17 00:00:00+00:00,68.120.170.181,11
2018-12-17 00:00:00+00:00,70.31.186.71,27
2018-12-17 00:00:00+00:00,75.135.208.43,15
2018-12-17 00:00:00+00:00,75.155.82.214,17
2018-12-17 00:00:00+00:00,75.6.109.72,13
2018-12-17 00:00:00+00:00,78.131.51.177,18
2018-12-17 00:00:00+00:00,79.91.186.145,21
2018-12-17 00:00:00+00:00,81.72.245.241,12
2018-12-17 00:00:00+00:00,84.160.99.100,19
2018-12-17 00:00:00+00:00,85.78.127.211,15
2018-12-17 00:00:00+00:00,86.231.24.194,21
2018-12-17 00:00:00+00:00,87.170.203.28,17
2018-12-17 00:00:00+00:00,89.73.33.43,17
2018-12-17 00:00:00+00:00,9.136.136.54,25
2018-12-17 00:00:00+00:00,93.45.37.13,23
2018-12-17 00:00:00+00:00,97.33.23.243,15
2018-12-18 00:00:00+00:00,106.3.105.195,22
2018-12-18 00:00:00+00:00,11.64.29.75,23
2018-12-18 00:00:00+00:00,114.100.33.31,23
2018-12-18 00:00:00+00:00,116.22.74.152,21
2018-12-18 00:00:00+00:00,12.146.195.201,22
2018-12-18 00:00:00+00:00,122.183.78.130,22
2018-12-18 00:00:00+00:00,123.231.82.88,32
2018-12-18 00:00:00+00:00,124.113.87.253,22
2018-12-18 00:00:00+00:00,124.189.193.249,20
2018-12-18 00:00:00+00:00,128.178.238.45,27
2018-12-18 00:00:00+00:00,13.242.159.247,20
2018-12-18 00:00:00+00:00,131.64.76.116,19
2018-12-18 00:00:00+00:00,132.28.104.133,28
2018-12-18 00:00:00+00:00,134.137.245.199,30
2018-12-18 00:00:00+00:00,136.72.20.129,15
2018-12-18 00:00:00+00:00,14.86.184.169,29
2018-12-18 00:00:00+00:00,140.8.33.191,23
2018-12-18 00:00:00+00:00,142.233.1.132,24
2018-12-18 00:00:00+00:00,143.208.204.186,24
2018-12-18 00:00:00+00:00,147.143.191.152,21
2018-12-18 00:00:00+00:00,155.58.116.92,23
2018-12-18 00:00:00+00:00,157.217.90.184,28
2018-12-18 00:00:00+00:00,159.162.221.111,26
2018-12-18 00:00:00+00:00,160.99.206.54,29
2018-12-18 00:00:00+00:00,164.146.211.169,31
2018-12-18 00:00:00+00:00,164.167.95.56,27
2018-12-18 00:00:00+00:00,167.93.254.143,23
2018-12-18 00:00:00+00:00,168.226.9.130,24
2018-12-18 00:00:00+00:00,168.77.105.232,24
2018-12-18 00:00:00+00:00,169.104.31.171,29
2018-12-18 00:00:00+00:00,172.157.203.95,17
2018-12-18 00:00:00+00:00,173.174.122.74,22
2018-12-18 00:00:00+00:00,174.19.52.132,27
2018-12-18 00:00:00+00:00,175.77.159.53,24
2018-12-18 00:00:00+00:00,175.83.206.220,23
2018-12-18 00:00:00+00:00,179.17.98.231,27
2018-12-18 00:00:00+00:00,189.51.7.72,17
2018-12-18 00:00:00+00:00,192.68.151.25,20
2018-12-18 00:00:00+00:00,193.205.84.124,27
2018-12-18 00:00:00+00:00,197.195.132.147,15
2018-12-18 00:00:00+00:00,198.237.162.242,28
2018-12-18 00:00:00+00:00,198.91.87.254,25
2018-12-18 00:00:00+00:00,20.200.123.219,32
2018-12-18 00:00:00+00:00,204.143.27.245,23
2018-12-18 00:00:00+00:00,211.66.137.88,23
2018-12-18 00:00:00+00:00,214.214.97.33,25
2018-12-18 00:00:00+00:00,215.205.187.154,29
2018-12-18 00:00:00+00:00,215.9.203.219,26
2018-12-18 00:00:00+00:00,218.157.91.80,18
2018-12-18 00:00:00+00:00,219.26.74.172,21
2018-12-18 00:00:00+00:00,220.153.27.72,30
2018-12-18 00:00:00+00:00,223.128.88.210,34
2018-12-18 00:00:00+00:00,223.94.165.57,18
2018-12-18 00:00:00+00:00,29.41.146.120,25
2018-12-18 00:00:00+00:00,32.255.203.195,16
2018-12-18 00:00:00+00:00,33.122.34.203,21
2018-12-18 00:00:00+00:00,33.216.165.31,28
2018-12-18 00:00:00+00:00,35.27.198.117,16
2018-12-18 00:00:00+00:00,36.219.60.44,25
2018-12-18 00:00:00+00:00,38.146.57.206,26
2018-12-18 00:00:00+00:00,39.59.136.16,29
2018-12-18 00:00:00+00:00,4.167.244.114,24
2018-12-18 00:00:00+00:00,52.213.245.228,30
2018-12-18 00:00:00+00:00,61.102.110.190,26
2018-12-18 00:00:00+00:00,63.234.224.103,22
2018-12-18 00:00:00+00:00,63.25.100.236,28
2018-12-18 00:00:00+00:00,67.162.61.110,22
2018-12-18 00:00:00+00:00,67.221.66.230,21
2018-12-18 00:00:00+00:00,72.49.57.108,20
2018-12-18 00:00:00+00:00,75.16.133.125,20
2018-12-18 00:00:00+00:00,77.56.237.239,26
2018-12-18 00:00:00+00:00,8.127.116.93,17
2018-12-18 00:00:00+00:00,82.211.19.134,30
2018-12-18 00:00:00+00:00,85.20.173.108,26
2018-12-18 00:00:00+00:00,87.178.144.131,22
2018-12-18 00:00:00+00:00,90.36.61.211,27
2018-12-18 00:00:00+00:00,93.172.216.197,22
2018-12-18 00:00:00+00:00,95.122.182.98,19
2018-12-18 00:00:00+00:00,99.219.109.187,24
2018-12-19 00:00:00+00:00,104.68.190.53,6
2018-12-19 00:00:00+00:00,109.8.255.121,19
2018-12-19 00:00:00+00:00,110.2.23.25,13
2018-12-19 00:00:00+00:00,110.226.118.168,10
2018-12-19 00:00:00+00:00,114.44.231.42,10
2018-12-19 00:00:00+00:00,126.235.65.169,8
2018-12-19 00:00:00+00:00,128.63.82.222,20
2018-12-19 00:00:00+00:00,130.85.64.155,15
2018-12-19 00:00:00+00:00,132.78.254.48,18
2018-12-19 00:00:00+00:00,134.45.111.106,12
2018-12-19 00:00:00+00:00,135.126.6.82,18
2018-12-19 00:00:00+00:00,140.247.234.200,14
2018-12-19 00:00:00+00:00,142.162.188.176,13
2018-12-19 00:00:00+00:00,15.131.127.196,12
